filename,duration,total_frames
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s5/gopro/GH010055_encoded_trimmed.mp4,67.133333,2014
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s8/gopro/GH010058_encoded_trimmed.mp4,68.633333,2059
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s7/gopro/GH010057_encoded_trimmed.mp4,69.866667,2096
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s4/gopro/GH010054_encoded_trimmed.mp4,69.066667,2072
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s3/gopro/GH010053_encoded_trimmed.mp4,76.4,2292
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/P4/cardiac_arrest/s2/gopro/GH010052_encoded_trimmed.mp4,76.2,2286
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ng2/cardiac_arrest/1/GoPro/GX010342_encoded_trimmed.mp4,175.141633,5249
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ng2/cardiac_arrest/0/GoPro/GX010341_encoded_trimmed.mp4,167.534033,5021
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ms2/cardiac_arrest/3/GoPro/GX010398_encoded_trimmed.mp4,139.472667,4180
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ms2/cardiac_arrest/2/GoPro/GX010397_encoded_trimmed.mp4,140.707233,4217
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ms2/cardiac_arrest/4/GoPro/GX010399_encoded_trimmed.mp4,139.105633,4169
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ms2/cardiac_arrest/1/GoPro/GX010396_encoded_trimmed.mp4,141.307833,4235
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ms2/cardiac_arrest/0/GoPro/GX010395_encoded_trimmed.mp4,143.510033,4301
/standard/storage/EgoExoEMS_CVPR2025/Dataset/Final/ng8/cardiac_arrest/8/GoPro/GX010378_encoded_trimmed.mp4,132.599133,3974
